Id,MSSubClass,MSZoning,LotArea,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleCondition,SaleStatus
745,120,RL,5395,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,None,0,1337,0,0,1337,1,0,2,0,2,1,Attchd,1993,RFn,2,462,Normal,SoldFast
746,60,RL,8963,NWAmes,Norm,Norm,1Fam,2Story,8,9,1976,1996,Hip,BrkFace,289,1175,1540,0,2715,0,1,3,1,4,1,BuiltIn,1994,Fin,2,831,Normal,SoldSlow
747,60,RL,8795,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,None,0,980,1276,0,2256,0,0,2,1,4,1,BuiltIn,2000,Fin,2,554,Normal,SoldSlow
748,70,RM,11700,OldTown,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,None,0,1320,1320,0,2640,0,0,1,1,4,1,Detchd,1950,Unf,4,864,Normal,SoldSlow
749,20,RL,10593,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,BrkFace,338,1720,0,0,1720,1,0,2,0,3,1,Attchd,1996,Fin,2,527,Normal,SoldFast
750,50,RL,8405,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,None,0,1088,441,0,1529,0,0,2,0,4,1,Detchd,1945,Unf,1,240,Normal,SoldSlow
751,50,RM,8800,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,None,0,792,348,0,1140,0,0,1,0,3,1,NA,NA,NA,0,0,Normal,SoldSlow
752,60,RL,7750,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,660,660,0,1320,0,0,2,1,3,1,Attchd,2003,Fin,2,400,Normal,SoldFast
753,20,RL,9236,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1997,Gable,None,0,1494,0,0,1494,1,0,2,0,3,1,Attchd,1997,RFn,2,576,Normal,SoldFast
754,60,RL,10240,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,BrkFace,178,1038,1060,0,2098,0,0,2,1,3,1,Attchd,2005,RFn,3,878,Normal,SoldFast
755,20,RL,7930,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,2005,Gable,None,0,1026,0,0,1026,1,0,1,0,3,1,Detchd,1969,RFn,2,440,Normal,SoldFast
756,160,FV,3230,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,BrkFace,894,742,729,0,1471,0,0,2,1,3,1,Detchd,1999,Unf,2,440,Normal,SoldFast
757,60,RL,10769,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,None,0,866,902,0,1768,0,0,2,1,3,1,Attchd,2007,RFn,2,578,Normal,SoldFast
758,60,RL,11616,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,BrkCmn,328,672,714,0,1386,0,0,2,1,3,1,Attchd,1978,Fin,2,440,Abnorml,SoldFast
759,160,FV,2280,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,BrkFace,360,757,744,0,1501,0,0,2,1,3,1,Detchd,1999,Unf,2,440,Normal,SoldFast
760,60,RL,12257,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,BrkFace,513,1328,1203,0,2531,0,0,2,1,4,1,Attchd,1995,RFn,3,752,Normal,SoldSlow
761,20,RL,9100,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,None,0,864,0,0,864,0,0,1,0,2,1,Detchd,2008,Unf,1,300,Normal,SoldSlow
762,30,RM,6911,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,None,0,1301,0,0,1301,0,0,1,0,2,1,Detchd,1965,Unf,2,440,Normal,SoldSlow
763,60,FV,8640,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,None,0,764,783,0,1547,0,0,2,1,3,1,Attchd,2009,Unf,2,614,Normal,SoldFast
764,60,RL,9430,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,BrkFace,673,1268,1097,0,2365,1,0,2,1,3,1,Attchd,1999,RFn,3,856,Normal,SoldFast
765,120,RL,9549,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,None,0,1494,0,0,1494,1,0,1,1,2,1,Attchd,1995,Fin,2,481,Normal,SoldFast
766,20,RL,14587,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,Stone,284,1506,0,0,1506,0,0,2,0,2,1,Attchd,2008,Fin,2,592,Partial,SoldFast
767,60,RL,10421,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,BrkFace,42,980,734,0,1714,0,0,2,1,3,1,Attchd,1988,Unf,2,496,Normal,SoldFast
768,50,RL,12508,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,None,0,983,767,0,1750,1,0,2,0,4,1,Attchd,1989,Unf,1,423,Normal,SoldFast
769,20,RL,9100,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,None,0,1836,0,0,1836,0,0,2,0,3,1,Attchd,2004,Fin,2,484,Normal,SoldFast
770,60,RL,53504,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,BrkFace,603,1690,1589,0,3279,1,0,3,1,4,1,BuiltIn,2003,Fin,3,841,Normal,SoldSlow
771,85,RL,7252,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,None,0,858,0,0,858,1,0,1,0,2,1,Detchd,1983,Unf,2,576,Normal,SoldSlow
772,20,RL,8877,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,None,0,1220,0,0,1220,0,0,1,0,2,1,Detchd,1951,Unf,2,396,Normal,SoldSlow
773,80,RL,7819,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,None,0,1117,0,0,1117,1,0,1,0,3,1,Detchd,1976,Unf,2,672,Abnorml,SoldFast
774,20,RL,10150,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,None,1,912,0,0,912,0,0,1,0,2,1,Attchd,1958,RFn,1,275,Normal,SoldSlow
775,20,RL,14226,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,BrkFace,375,1973,0,0,1973,0,0,2,0,3,1,Attchd,2006,Fin,3,895,Partial,SoldFast
776,120,RM,4500,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,BrkFace,320,1204,0,0,1204,1,0,2,0,2,1,Attchd,1998,Fin,2,412,Normal,SoldSlow
777,20,RL,11210,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,BrkFace,240,1614,0,0,1614,0,0,2,0,3,1,Attchd,2005,RFn,3,865,Partial,SoldFast
778,20,RL,13350,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,None,0,894,0,0,894,1,0,1,0,3,1,Attchd,1974,Unf,2,440,Normal,SoldSlow
779,90,RH,8400,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,BrkFace,320,2020,0,0,2020,0,0,2,0,4,2,Detchd,1977,Unf,2,630,Normal,SoldSlow
780,90,RL,10530,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,BrkFace,90,1004,0,0,1004,1,0,1,0,2,1,Attchd,1977,Unf,2,504,Normal,SoldSlow
781,20,RL,7875,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,BrkFace,38,1253,0,0,1253,0,0,2,0,3,1,Attchd,1995,Fin,2,402,Normal,SoldFast
782,60,RL,7153,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,None,0,810,793,0,1603,0,0,2,1,3,1,Attchd,1992,RFn,2,484,Normal,SoldFast
783,20,RL,16285,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,None,0,1430,0,0,1430,0,0,2,0,3,1,Attchd,2001,RFn,2,605,Normal,SoldFast
784,85,RL,9101,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,BrkFace,104,1110,0,0,1110,1,0,1,0,1,1,Attchd,1978,Fin,2,602,Normal,SoldSlow
785,75,RM,6300,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,None,0,742,742,0,1484,0,0,2,0,3,1,NA,NA,NA,0,0,Normal,SoldFast
786,20,RL,9790,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,None,0,1342,0,0,1342,0,0,2,0,3,1,Attchd,1967,Unf,2,457,Normal,SoldFast
787,50,RM,10800,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,None,0,966,686,0,1652,1,0,2,0,4,1,Detchd,1961,Unf,1,416,Normal,SoldSlow
788,60,RL,10142,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,None,0,956,1128,0,2084,1,0,2,1,4,1,BuiltIn,2004,RFn,2,618,Normal,SoldFast
789,20,RM,6000,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,None,0,901,0,0,901,0,0,1,0,2,1,Detchd,1954,Unf,1,281,Normal,SoldSlow
790,60,RL,12205,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,BrkFace,157,976,1111,0,2087,0,0,2,1,5,1,Attchd,1966,Fin,2,444,Normal,SoldSlow
791,120,RL,3182,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,BrkFace,11,1145,0,0,1145,0,0,2,0,2,1,Attchd,2005,Fin,2,397,Normal,SoldFast
792,80,RL,11333,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,None,0,1062,0,0,1062,1,0,1,0,3,1,Attchd,1976,RFn,2,539,Normal,SoldFast
793,60,RL,9920,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,None,0,1127,886,0,2013,1,0,2,1,3,1,Attchd,1997,Unf,2,455,Normal,SoldFast
794,20,RL,9158,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,Stone,140,1496,0,0,1496,0,0,2,0,3,1,Attchd,2007,Fin,2,474,Partial,SoldFast
795,60,RL,10832,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,None,0,1086,809,0,1895,0,0,2,1,3,1,Attchd,1994,Fin,2,409,Normal,SoldFast
796,60,RL,8400,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,BrkFace,130,888,676,0,1564,0,0,2,1,3,1,Attchd,1980,Unf,2,476,Normal,SoldFast
797,20,RL,8197,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,BrkFace,148,1285,0,0,1285,0,0,1,1,3,1,Attchd,1977,RFn,2,528,Normal,SoldFast
798,20,RL,7677,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,None,0,773,0,0,773,0,0,1,0,2,1,Attchd,1953,Unf,1,240,Abnorml,SoldSlow
799,60,RL,13518,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,Stone,860,1966,1174,0,3140,0,0,3,1,4,1,BuiltIn,2009,Fin,3,820,Partial,SoldSlow
800,50,RL,7200,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,BrkFace,252,981,787,0,1768,1,0,1,1,3,1,Detchd,1939,Unf,1,240,Normal,SoldSlow
801,60,RL,12798,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,None,0,616,1072,0,1688,1,0,2,1,4,1,Attchd,1997,RFn,2,603,Normal,SoldFast
802,30,RM,4800,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,None,0,1196,0,0,1196,1,0,1,0,2,1,Detchd,1957,Unf,2,440,Normal,SoldSlow
803,60,RL,8199,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,None,0,728,728,0,1456,1,0,2,1,3,1,Attchd,2005,Fin,2,410,Normal,SoldFast
804,60,RL,13891,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,Stone,424,1734,1088,0,2822,0,0,3,1,4,1,BuiltIn,2009,RFn,3,1020,Partial,SoldSlow
805,20,RL,9000,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,None,0,1128,0,0,1128,0,0,1,0,2,1,Attchd,1954,Unf,1,286,Family,SoldSlow
806,20,RL,12274,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,Stone,256,1428,0,0,1428,0,0,2,0,3,1,Attchd,2008,RFn,2,554,Partial,SoldFast
807,80,RL,9750,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,None,0,980,0,0,980,0,0,2,0,3,1,Attchd,1967,Fin,1,384,Normal,SoldSlow
808,70,RL,21384,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,None,0,1072,504,0,1576,2,0,1,1,3,1,Attchd,1923,RFn,2,528,Normal,SoldSlow
809,80,RL,13400,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,BrkFace,1047,1086,0,0,1086,1,0,1,0,3,1,Attchd,1966,RFn,2,484,Normal,SoldSlow
810,75,RM,8100,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,None,0,1075,1063,0,2138,0,0,2,0,2,3,Detchd,1910,Unf,2,360,Normal,SoldSlow
811,20,RL,10140,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,BrkFace,99,1309,0,0,1309,1,0,1,1,3,1,Attchd,1974,RFn,2,484,Normal,SoldFast
812,120,RM,4438,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,BrkFace,169,848,0,0,848,1,0,1,0,1,1,Attchd,2004,Fin,2,420,Normal,SoldSlow
813,20,C (all),8712,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,None,0,1044,0,0,1044,0,0,1,0,2,1,Basment,1952,Unf,2,504,Alloca,SoldSlow
814,20,RL,9750,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,BrkFace,243,1442,0,0,1442,0,0,1,1,4,1,Attchd,1958,RFn,1,301,Normal,SoldFast
815,50,RL,8248,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,None,0,686,564,0,1250,0,1,1,1,3,1,Detchd,1955,Unf,1,280,Normal,SoldSlow
816,20,RL,12137,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,BrkFace,442,1661,0,0,1661,0,0,2,0,3,1,Attchd,1998,RFn,2,598,Normal,SoldFast
817,20,RL,11425,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,None,0,1008,0,0,1008,0,0,1,0,2,1,Attchd,1954,RFn,1,275,Normal,SoldSlow
818,20,RL,13265,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,BrkFace,148,1689,0,0,1689,1,0,2,0,3,1,Attchd,2002,RFn,3,857,Normal,SoldFast
819,80,RL,8816,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,BrkFace,80,1052,0,0,1052,1,0,1,0,3,1,Attchd,1971,Unf,2,440,Normal,SoldFast
820,120,RL,6371,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,Stone,128,1358,0,0,1358,1,0,2,0,2,1,Attchd,2010,RFn,2,484,Partial,SoldFast
821,60,RL,7226,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,798,842,0,1640,0,0,2,1,3,1,Attchd,2003,RFn,2,595,Normal,SoldFast
822,20,RM,6000,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,None,0,936,0,0,936,0,0,1,0,2,1,Detchd,1974,Unf,2,576,Normal,SoldSlow
823,60,RL,12394,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,None,0,847,886,0,1733,0,0,2,1,3,1,BuiltIn,2003,Fin,2,433,Family,SoldFast
824,50,RL,9900,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,None,0,944,545,0,1489,0,0,2,0,3,1,Detchd,1940,Unf,1,240,Normal,SoldFast
825,20,FV,11216,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,None,0,1489,0,0,1489,0,0,2,0,3,1,Attchd,2006,RFn,2,776,Partial,SoldFast
826,20,RL,14803,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,BrkFace,816,2084,0,0,2084,1,0,2,0,2,1,Attchd,2007,Fin,3,1220,Partial,SoldFast
827,45,RM,6130,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,None,0,784,0,0,784,1,0,1,0,2,1,NA,NA,NA,0,0,Normal,SoldSlow
828,20,RL,8529,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,None,0,1434,0,0,1434,0,0,2,0,3,1,Attchd,2001,RFn,2,527,Normal,SoldFast
829,60,RL,28698,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,None,0,1160,966,0,2126,0,1,2,1,3,1,Attchd,1967,Fin,2,538,Abnorml,SoldSlow
830,160,FV,2544,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,None,0,520,623,80,1223,0,0,2,1,2,1,Detchd,2005,RFn,2,480,Normal,SoldFast
831,20,RL,11900,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,BrkFace,387,1392,0,0,1392,1,0,1,1,3,1,Attchd,1957,RFn,2,458,Normal,SoldFast
832,160,FV,3180,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,None,0,520,600,80,1200,0,0,2,1,2,1,Detchd,2005,RFn,2,480,Normal,SoldFast
833,60,RL,9548,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,BrkFace,223,941,888,0,1829,1,0,2,1,3,1,Attchd,2003,RFn,2,613,Normal,SoldFast
834,20,RL,10004,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,BrkFace,180,1516,0,0,1516,0,0,1,1,3,1,Attchd,1964,RFn,2,472,Normal,SoldFast
835,20,RL,7875,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,BrkFace,136,1144,0,0,1144,1,0,1,0,3,1,Attchd,1961,Unf,2,456,Normal,SoldSlow
836,20,RL,9600,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,None,0,1067,0,0,1067,0,0,2,0,2,1,Attchd,1996,Unf,2,436,Normal,SoldSlow
837,30,RM,8100,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,None,0,1559,0,0,1559,1,0,1,0,2,1,Detchd,1948,Unf,2,812,Normal,SoldSlow
838,160,RM,1680,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,BrkFace,158,483,504,0,987,1,0,1,1,2,1,Detchd,1973,Unf,1,264,Normal,SoldSlow
839,20,RL,9525,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,None,0,1099,0,0,1099,0,0,1,1,3,1,Attchd,1999,Unf,1,352,Normal,SoldSlow
840,50,RL,11767,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,None,0,768,432,0,1200,0,0,1,0,3,1,Detchd,1946,Unf,1,240,Normal,SoldSlow
841,70,RH,12155,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,None,0,810,672,0,1482,0,0,2,0,4,1,Detchd,1934,Unf,1,400,Normal,SoldFast
842,70,RM,10440,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,None,0,958,581,0,1539,0,0,2,0,3,1,Detchd,1983,Unf,2,686,Normal,SoldSlow
843,80,RL,9020,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,BrkFace,183,1165,0,0,1165,1,0,1,1,3,1,Attchd,1966,RFn,2,490,Normal,SoldFast
844,90,RL,8000,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,None,0,1800,0,0,1800,0,0,2,0,6,2,NA,NA,NA,0,0,Normal,SoldSlow
845,50,RM,12665,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,None,0,876,540,0,1416,0,0,1,1,4,1,Detchd,1949,Unf,3,720,Normal,SoldSlow
846,85,RL,16647,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,None,0,1701,0,0,1701,1,0,2,0,3,1,Basment,1975,Fin,2,611,Normal,SoldSlow
847,60,RL,9317,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,BrkFace,137,1006,769,0,1775,1,0,2,1,3,1,Attchd,1993,Unf,2,425,Normal,SoldFast
848,20,RL,15523,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,None,0,864,0,0,864,1,0,1,0,3,1,Attchd,1972,Unf,1,338,Normal,SoldSlow
849,50,RL,45600,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,None,0,1307,1051,0,2358,0,0,3,0,5,1,Detchd,1908,Unf,2,360,Normal,SoldSlow
850,80,RL,9600,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,BrkFace,360,1094,761,0,1855,0,0,2,1,3,1,Attchd,1976,RFn,2,512,Normal,SoldFast
851,120,RM,4435,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,BrkFace,170,848,0,0,848,1,0,1,0,1,1,Attchd,2003,Fin,2,420,Normal,SoldSlow
852,120,RL,3196,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,BrkFace,40,1456,0,0,1456,0,0,2,0,2,1,Attchd,2003,Fin,2,400,Normal,SoldFast
853,75,RL,7128,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,None,0,918,728,0,1646,0,0,2,0,4,1,Detchd,1941,Unf,1,240,Normal,SoldFast
854,80,RL,12095,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,BrkFace,115,1445,0,0,1445,0,0,1,1,3,1,Attchd,1964,RFn,2,645,Normal,SoldFast
855,20,RL,17920,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,None,0,1779,0,0,1779,1,0,1,1,3,1,Attchd,1955,Unf,2,454,Abnorml,SoldSlow
856,20,RL,6897,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,None,0,1040,0,0,1040,1,0,1,1,3,1,Detchd,1962,Unf,1,260,Normal,SoldSlow
857,80,RL,10970,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,None,0,1026,0,0,1026,1,0,1,0,3,1,Detchd,1981,Unf,2,576,Normal,SoldFast
858,60,RL,8125,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,None,0,702,779,0,1481,0,0,2,1,3,1,Attchd,1994,Fin,2,343,Normal,SoldFast
859,20,RL,10400,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,BrkFace,189,1370,0,0,1370,0,0,2,0,3,1,Attchd,1976,RFn,2,479,Family,SoldFast
860,60,RL,11029,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,BrkFace,220,1512,1142,0,2654,1,0,2,1,4,1,Attchd,1968,Unf,2,619,Normal,SoldSlow
861,50,RL,7642,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,None,0,912,514,0,1426,0,0,1,1,3,1,Detchd,1925,Unf,1,216,Normal,SoldFast
862,190,RL,11625,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,None,0,1039,0,0,1039,1,0,1,1,3,1,Attchd,1965,Unf,2,504,Normal,SoldSlow
863,20,RL,9672,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,None,0,1097,0,0,1097,0,0,2,0,3,1,Attchd,1986,Unf,2,480,Normal,SoldSlow
864,20,RL,7931,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,None,0,1148,0,0,1148,1,0,1,0,3,1,Attchd,1959,Unf,1,672,Normal,SoldSlow
865,20,FV,8640,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,None,0,1372,0,0,1372,0,0,2,0,3,1,Attchd,2008,Fin,2,529,Partial,SoldFast
866,20,RL,8750,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,BrkFace,76,1002,0,0,1002,1,0,1,0,3,1,Detchd,1973,Unf,2,902,Normal,SoldSlow
867,20,RL,10656,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,Stone,274,1646,0,0,1646,0,0,2,0,3,1,Attchd,2007,RFn,3,870,Partial,SoldFast
868,20,RL,6970,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,None,0,1120,0,0,1120,1,0,1,1,3,1,Attchd,1961,RFn,2,544,Normal,SoldSlow
869,60,RL,14762,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,None,0,1547,720,53,2320,0,0,2,0,2,1,Attchd,1979,Unf,2,672,Normal,SoldSlow
870,60,RL,9938,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,BrkFace,246,1062,887,0,1949,1,0,2,1,3,1,Attchd,1993,Fin,2,574,Normal,SoldFast
871,20,RL,6600,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,None,0,894,0,0,894,0,0,1,0,2,1,Detchd,1962,Unf,1,308,Normal,SoldSlow
872,60,RL,8750,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,BrkFace,116,804,878,0,1682,0,0,2,1,3,1,Attchd,1998,RFn,2,523,Normal,SoldFast
873,20,RL,8892,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,None,0,910,0,0,910,0,0,1,0,3,1,Attchd,1953,Unf,2,414,Normal,SoldSlow
874,40,RL,12144,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,None,0,1036,0,232,1268,0,0,1,0,3,1,Attchd,1949,Unf,1,288,Normal,SoldSlow
875,50,RM,5720,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,None,0,676,455,0,1131,0,0,1,1,3,1,Detchd,1941,Unf,1,200,Abnorml,SoldSlow
876,60,FV,9000,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,None,0,1184,1426,0,2610,0,0,2,1,4,1,BuiltIn,2007,Fin,2,550,Partial,SoldSlow
877,20,RL,25286,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,None,0,1040,0,0,1040,1,0,1,0,3,1,Attchd,1963,Unf,2,648,Normal,SoldSlow
878,60,RL,8834,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,Stone,216,1462,762,0,2224,1,0,2,1,4,1,Attchd,2004,Fin,3,738,Normal,SoldFast
879,85,RL,11782,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,None,0,1155,0,0,1155,1,0,1,0,3,1,Detchd,1987,Unf,2,576,Normal,SoldSlow
880,20,RL,7000,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,BrkFace,90,864,0,0,864,1,0,1,0,3,1,Attchd,1978,Unf,1,336,Normal,SoldSlow
